area,product_id,quantity,hour,day_of_week
South,664634,1,1,Thursday
South,966126,4,1,Thursday
North,367952,1,2,Wednesday
North,740474,1,2,Wednesday
West,741835,3,0,Saturday
West,644730,2,0,Saturday
North,625107,1,19,Sunday
North,160732,1,19,Sunday
North,221626,2,19,Sunday
Central,912354,2,9,Wednesday
Central,319527,1,9,Wednesday
Central,896270,2,9,Wednesday
South,318514,3,19,Saturday
South,844672,4,19,Saturday
South,635769,5,19,Saturday
Central,763628,1,1,Tuesday
South,340098,3,11,Friday
Central,656573,1,8,Thursday
Central,202715,2,8,Thursday
Central,203454,1,8,Thursday
South,323016,4,17,Monday
South,621860,1,8,Monday
South,758294,5,8,Monday
South,712158,2,8,Monday
Central,318514,1,16,Wednesday
Central,564853,2,16,Wednesday
Central,458363,1,16,Wednesday
East,780063,2,17,Tuesday
East,588836,2,17,Tuesday
Central,513418,3,1,Thursday
Central,144818,2,1,Thursday
East,616207,1,20,Thursday
East,315187,1,20,Thursday
Central,876627,3,23,Wednesday
North,591797,1,3,Saturday
North,826219,1,3,Saturday
Central,226632,2,17,Monday
Central,122121,2,17,Monday
Central,115684,2,12,Sunday
East,152243,4,17,Sunday
East,582936,2,17,Sunday
West,458263,1,8,Saturday
West,616207,1,8,Saturday
West,115684,4,15,Thursday
West,830396,2,14,Sunday
West,391708,4,14,Sunday
East,370119,5,8,Tuesday
East,129553,2,8,Tuesday
West,431976,1,23,Thursday
West,580730,2,23,Thursday
West,391708,1,16,Monday
West,657579,3,16,Monday
West,665639,2,16,Monday
West,760381,1,23,Thursday
West,404100,2,12,Saturday
West,244547,2,12,Saturday
South,244547,3,10,Thursday
Central,526783,1,4,Monday
Central,621860,3,4,Monday
North,635769,2,7,Monday
Central,644730,1,15,Tuesday
Central,580730,1,15,Tuesday
Central,529557,1,15,Tuesday
South,582936,4,3,Monday
South,966126,1,3,Monday
Central,926868,2,8,Wednesday
Central,155861,2,8,Wednesday
North,254410,2,9,Friday
North,905146,1,9,Friday
North,467525,1,9,Friday
North,797959,1,8,Sunday
North,122121,2,8,Sunday
West,318514,1,21,Monday
West,417528,1,21,Monday
West,799380,1,21,Monday
South,289459,1,0,Friday
South,727865,1,0,Friday
West,268844,1,5,Friday
West,917641,2,5,Friday
West,932952,1,5,Friday
East,315187,2,3,Wednesday
Central,331204,1,16,Monday
Central,457848,5,16,Monday
Central,177733,1,16,Monday
East,714157,2,16,Sunday
East,457848,3,20,Monday
East,127005,2,20,Monday
East,327418,1,10,Sunday
East,318514,5,10,Sunday
East,665639,1,14,Saturday
East,158033,4,14,Saturday
East,131542,1,14,Saturday
East,582219,3,13,Monday
West,559463,1,23,Thursday
West,244547,2,23,Thursday
Central,695926,2,20,Sunday
East,741835,1,4,Sunday
South,904976,1,8,Thursday
South,855760,1,8,Thursday
South,526783,1,8,Thursday
West,844672,4,21,Thursday
South,712158,1,7,Saturday
North,391708,2,21,Friday
South,417528,4,15,Thursday
Central,766294,1,2,Tuesday
Central,314921,1,2,Tuesday
Central,379582,1,19,Sunday
East,143527,1,17,Monday
East,103736,1,17,Monday
North,780063,1,1,Friday
North,323016,2,10,Monday
North,120672,1,10,Monday
North,932387,5,10,Monday
West,858357,2,1,Saturday
South,120672,3,2,Friday
South,351367,1,2,Friday
South,130198,3,11,Saturday
South,351367,1,11,Saturday
South,367952,4,22,Monday
South,995677,3,22,Monday
South,526783,1,22,Monday
East,917641,1,6,Monday
East,845820,2,6,Monday
North,587281,2,13,Sunday
North,474362,2,13,Sunday
North,357966,4,13,Sunday
East,727865,4,19,Thursday
East,657152,2,19,Thursday
West,221626,1,12,Wednesday
East,391708,4,20,Thursday
East,700732,1,20,Thursday
East,244547,2,20,Thursday
Central,437577,1,23,Saturday
West,932952,4,0,Tuesday
West,283803,1,0,Tuesday
West,240196,1,9,Sunday
West,656573,1,9,Sunday
South,179507,1,7,Monday
South,280162,1,7,Monday
South,641411,1,7,Monday
West,766294,1,2,Friday
North,784362,5,16,Tuesday
South,226632,2,22,Friday
South,254410,3,22,Friday
East,601115,1,3,Thursday
North,782729,1,22,Thursday
North,582219,1,22,Thursday
South,240196,2,4,Thursday
South,451956,1,4,Thursday
East,268844,3,8,Saturday
West,513418,3,20,Saturday
West,932387,1,20,Saturday
West,885901,1,20,Saturday
Central,394174,1,14,Friday
Central,467894,1,14,Friday
Central,858357,2,15,Thursday
Central,734159,1,15,Thursday
South,740474,1,22,Friday
South,643168,2,13,Tuesday
South,467894,2,13,Tuesday
West,682453,2,19,Thursday
West,591797,2,19,Thursday
East,447288,1,12,Wednesday
East,657152,4,12,Wednesday
East,122121,2,12,Wednesday
North,602517,2,10,Wednesday
North,236141,3,3,Monday
West,467525,2,11,Sunday
Central,932387,1,23,Friday
Central,896270,1,23,Friday
Central,447726,1,23,Friday
West,634777,1,5,Sunday
West,601115,3,5,Sunday
East,782729,3,18,Monday
Central,447288,2,15,Friday
Central,257146,1,15,Friday
Central,591797,2,15,Friday
North,451956,4,19,Tuesday
West,453516,1,3,Saturday
West,166402,1,3,Saturday
North,257146,2,21,Friday
North,589456,4,21,Friday
North,467894,2,19,Friday
South,738390,1,12,Tuesday
South,122121,1,12,Tuesday
Central,447726,3,5,Sunday
North,596545,2,8,Tuesday
North,190530,1,8,Tuesday
South,340098,3,0,Monday
South,115348,1,0,Monday
West,103736,5,3,Friday
West,845820,3,3,Friday
West,318514,1,3,Friday
North,447288,1,12,Sunday
North,845820,1,12,Sunday
North,543513,5,12,Sunday
West,643168,3,22,Monday
North,327670,3,7,Friday
North,572994,1,7,Friday
Central,811207,4,13,Wednesday
Central,129553,4,13,Wednesday
Central,811207,1,13,Wednesday
South,855119,1,1,Friday
South,784425,3,1,Friday
North,782729,2,1,Friday
North,394174,1,11,Monday
North,123191,2,11,Monday
South,149774,1,15,Tuesday
South,647421,3,15,Tuesday
North,291116,2,22,Thursday
North,263679,3,22,Thursday
Central,665639,2,16,Thursday
Central,582936,2,16,Thursday
Central,136788,2,16,Thursday
East,981997,3,7,Friday
East,556364,4,7,Friday
East,987911,2,7,Friday
North,404100,3,9,Monday
North,613608,1,9,Monday
Central,858357,2,18,Friday
Central,204293,5,18,Friday
Central,228776,1,18,Friday
West,143527,4,1,Wednesday
West,874812,2,1,Wednesday
Central,700732,1,20,Wednesday
Central,543513,1,20,Wednesday
Central,240196,3,20,Wednesday
East,467894,5,18,Friday
East,130969,3,18,Friday
Central,127005,3,0,Thursday
South,713451,1,14,Friday
South,616207,1,14,Friday
South,134848,1,14,Friday
South,166402,2,9,Wednesday
West,120672,1,12,Tuesday
West,263679,2,12,Tuesday
North,367952,3,23,Sunday
Central,467525,4,20,Saturday
Central,130969,1,4,Sunday
Central,315487,2,4,Sunday
Central,647421,1,4,Sunday
North,616207,1,19,Thursday
North,523098,1,19,Thursday
North,970718,2,19,Thursday
North,556364,2,11,Friday
North,203454,5,11,Friday
North,131542,1,11,Friday
Central,409067,2,1,Thursday
Central,202715,1,1,Thursday
East,272383,1,14,Monday
East,601115,1,14,Monday
East,987911,5,14,Monday
North,179507,2,0,Wednesday
North,179507,1,0,Wednesday
Central,575961,1,0,Sunday
Central,826219,1,0,Sunday
North,632686,1,9,Sunday
North,458363,2,9,Sunday
North,280162,1,15,Saturday
North,966126,1,15,Saturday
West,891289,1,11,Sunday
North,874326,3,9,Sunday
North,331204,2,9,Sunday
North,409067,3,9,Sunday
Central,489295,1,17,Thursday
Central,556364,3,17,Thursday
North,144818,5,14,Thursday
North,981997,3,14,Thursday
North,970718,1,14,Thursday
East,331204,5,20,Tuesday
East,700732,2,20,Tuesday
East,152243,2,1,Saturday
East,417009,1,7,Thursday
South,201111,2,12,Saturday
South,293073,2,12,Saturday
South,542696,1,12,Saturday
East,424718,1,16,Monday
West,559463,1,13,Sunday
West,682453,1,13,Sunday
East,409067,1,9,Tuesday
East,727865,2,9,Tuesday
North,780063,4,6,Wednesday
North,885901,1,2,Wednesday
North,846554,1,2,Wednesday
North,588836,2,11,Saturday
North,202715,1,11,Saturday
North,511087,1,11,Saturday
North,664634,3,11,Tuesday
North,957598,1,11,Tuesday
North,821570,2,11,Tuesday
South,602517,2,14,Wednesday
West,616207,5,15,Thursday
West,780063,1,15,Thursday
East,904976,1,3,Friday
East,328679,3,3,Friday
East,625107,4,3,Friday
East,314921,1,20,Monday
East,641411,1,20,Monday
East,203454,2,20,Monday
West,858357,2,7,Saturday
West,474362,3,7,Saturday
East,190530,1,23,Monday
East,700732,1,23,Monday
West,876627,2,17,Wednesday
West,542696,1,17,Wednesday
West,587281,1,23,Friday
West,596545,1,23,Friday
West,283621,3,23,Friday
Central,409067,1,1,Thursday
Central,766294,3,1,Thursday
East,727865,1,23,Sunday
East,131542,2,23,Sunday
East,634777,1,14,Friday
East,351367,1,14,Friday
West,695926,3,21,Wednesday
West,221626,2,7,Sunday
West,716660,1,7,Sunday
West,318514,2,7,Sunday
East,226632,2,10,Wednesday
West,523098,4,6,Thursday
West,550857,3,6,Thursday
West,201111,3,6,Thursday
North,283803,3,12,Tuesday
North,582219,1,12,Tuesday
West,310436,2,5,Saturday
West,811207,2,5,Saturday
North,221626,1,17,Wednesday
South,436470,4,20,Friday
South,543513,1,20,Friday
West,511087,5,13,Sunday
West,280162,3,13,Sunday
West,784425,2,13,Sunday
North,734159,5,5,Friday
North,593117,5,5,Friday
North,905146,3,5,Friday
South,855760,4,9,Tuesday
South,453516,2,9,Tuesday
South,995677,4,9,Tuesday
North,280162,2,16,Wednesday
North,700732,3,16,Wednesday
South,564853,5,20,Monday
South,896270,3,20,Monday
East,179932,2,18,Friday
East,149774,2,18,Friday
Central,228776,2,17,Friday
Central,340098,3,17,Friday
Central,115348,4,17,Friday
North,244547,2,4,Thursday
North,656573,2,4,Thursday
North,129553,5,4,Thursday
South,319527,4,20,Saturday
West,272383,4,5,Monday
West,474362,3,5,Monday
West,310436,1,5,Monday
Central,542696,1,23,Thursday
East,417528,3,5,Tuesday
East,123191,1,5,Tuesday
East,784362,1,5,Tuesday
East,784425,3,22,Tuesday
East,202715,2,22,Tuesday
East,357966,3,22,Tuesday
Central,367952,1,1,Tuesday
Central,821570,3,1,Tuesday
Central,391708,2,1,Tuesday
Central,575961,3,20,Wednesday
Central,797959,1,20,Wednesday
Central,667650,1,20,Wednesday
South,257146,2,19,Monday
South,511087,1,19,Monday
Central,115348,4,23,Thursday
Central,782729,3,23,Thursday
Central,394174,1,23,Thursday
West,714157,4,11,Sunday
West,211520,1,11,Sunday
West,257146,5,18,Saturday
North,596545,4,14,Sunday
West,201111,2,19,Sunday
North,657579,1,20,Wednesday
Central,370119,3,9,Saturday
Central,176656,2,9,Saturday
Central,404100,3,9,Saturday
East,647654,1,20,Monday
South,572994,2,11,Monday
South,989365,5,11,Monday
South,417009,5,11,Monday
East,136788,3,3,Tuesday
East,990634,3,7,Wednesday
East,129553,3,7,Wednesday
South,917641,1,0,Monday
North,625107,1,18,Wednesday
North,134761,1,8,Saturday
North,784425,5,17,Sunday
North,700732,1,17,Sunday
North,616207,1,17,Sunday
North,457848,3,10,Sunday
North,591797,2,10,Sunday
North,226632,2,10,Sunday
South,896270,2,1,Friday
South,891289,1,1,Friday
North,143527,1,0,Friday
North,593117,3,9,Tuesday
North,826219,2,9,Tuesday
North,635769,1,9,Tuesday
West,447726,2,21,Thursday
Central,657152,2,3,Friday
North,987911,4,23,Tuesday
South,858357,1,0,Thursday
South,289459,2,0,Thursday
South,179507,2,22,Wednesday
South,511087,3,22,Wednesday
South,451956,1,22,Wednesday
North,310436,1,4,Wednesday
North,244547,1,4,Wednesday
North,713451,2,4,Wednesday
North,575961,1,2,Tuesday
West,647654,1,16,Sunday
West,799380,3,16,Sunday
West,593117,4,16,Sunday
West,601115,1,16,Thursday
West,474362,2,16,Thursday
West,821570,1,16,Thursday
East,821570,1,5,Sunday
East,657152,5,5,Sunday
East,830396,1,5,Sunday
West,480254,3,15,Wednesday
West,480254,4,15,Wednesday
South,211520,5,0,Tuesday
Central,134848,2,10,Sunday
Central,616207,1,10,Sunday
Central,981997,2,10,Sunday
South,758294,1,17,Sunday
South,240196,1,17,Sunday
South,682453,1,17,Sunday
East,580730,2,5,Friday
North,409067,3,7,Saturday
North,257146,1,22,Saturday
North,474362,3,22,Saturday
North,616207,3,1,Monday
North,844672,4,17,Monday
North,240196,4,17,Monday
North,593117,2,17,Monday
Central,664634,1,15,Wednesday
Central,904976,1,15,Wednesday
Central,458263,4,1,Thursday
West,240196,3,21,Thursday
West,593117,1,21,Thursday
West,391708,5,21,Thursday
South,293073,1,9,Saturday
South,647654,1,9,Saturday
South,144818,1,9,Saturday
West,830396,1,8,Monday
North,596545,5,10,Saturday
North,981997,1,10,Saturday
East,572994,4,7,Wednesday
Central,580730,2,10,Saturday
North,436470,1,9,Monday
North,766294,2,9,Monday
Central,319527,4,14,Thursday
Central,593117,3,14,Thursday
Central,741835,2,14,Thursday
West,327418,1,3,Thursday
West,957598,3,20,Saturday
West,740474,4,20,Saturday
West,599381,2,20,Saturday
West,474362,1,12,Saturday
West,202715,5,12,Saturday
West,268844,2,12,Saturday
East,458263,5,8,Wednesday
East,635769,3,8,Wednesday
East,289459,1,8,Wednesday
East,632686,3,6,Sunday
East,158033,1,6,Sunday
East,451956,2,6,Sunday
South,176656,3,21,Sunday
South,357966,5,21,Sunday
South,263679,2,21,Sunday
North,424718,2,16,Wednesday
Central,370119,3,22,Thursday
Central,167392,4,22,Thursday
Central,643168,1,22,Thursday
South,858357,2,12,Friday
South,221626,2,12,Friday
Central,780063,1,19,Friday
Central,826219,3,19,Friday
North,644730,2,13,Tuesday
North,351367,1,13,Tuesday
North,582219,1,13,Tuesday
North,664634,3,18,Friday
West,257146,2,1,Wednesday
North,280162,2,19,Sunday
West,641411,2,22,Tuesday
West,257146,3,22,Tuesday
West,130198,2,22,Tuesday
North,513418,3,7,Tuesday
North,480254,1,7,Tuesday
North,257146,4,7,Tuesday
North,221626,3,21,Monday
North,367952,2,21,Monday
West,784362,3,12,Monday
West,738390,1,12,Monday
East,970718,3,18,Saturday
Central,957598,1,11,Monday
North,989365,3,13,Thursday
North,657152,4,13,Thursday
North,489295,2,13,Thursday
South,766294,4,13,Thursday
South,447288,2,13,Thursday
North,784425,2,9,Tuesday
North,830396,1,9,Tuesday
North,457848,1,9,Tuesday
Central,588836,2,4,Friday
Central,912354,4,4,Friday
North,351367,2,5,Sunday
East,293073,1,3,Wednesday
East,858212,1,3,Wednesday
West,155861,2,16,Friday
West,700732,2,16,Friday
Central,542696,1,21,Monday
Central,740474,1,2,Saturday
Central,990634,3,2,Saturday
Central,134761,1,2,Saturday
East,905146,1,19,Monday
East,874812,2,19,Monday
East,811207,3,19,Monday
West,926868,5,7,Wednesday
North,437577,1,2,Thursday
North,845820,4,2,Thursday
Central,134761,2,2,Monday
Central,572994,1,2,Monday
West,323016,2,23,Thursday
West,876627,2,23,Thursday
West,120672,2,23,Thursday
West,874326,1,1,Saturday
West,811207,1,1,Saturday
West,758294,2,1,Saturday
East,228776,3,5,Tuesday
East,602517,2,5,Tuesday
East,431976,1,6,Wednesday
West,236141,2,21,Tuesday
West,417528,1,21,Tuesday
East,417009,1,4,Thursday
East,784362,2,4,Thursday
East,905146,1,4,Thursday
Central,480254,2,23,Monday
Central,782729,1,23,Monday
North,616207,1,8,Friday
North,291116,2,8,Friday
North,457848,1,8,Friday
East,647421,2,15,Thursday
East,741835,1,15,Thursday
East,489295,2,15,Thursday
East,582219,4,16,Wednesday
East,244547,2,16,Wednesday
South,453516,3,0,Sunday
South,542696,1,0,Sunday
South,528608,2,0,Sunday
Central,462550,2,23,Friday
Central,357966,1,23,Friday
South,891289,2,12,Wednesday
South,613608,2,12,Wednesday
South,123191,1,12,Wednesday
North,926868,2,2,Friday
North,885901,2,2,Friday
North,136788,1,2,Friday
West,228776,1,12,Wednesday
West,564853,1,12,Wednesday
West,523098,2,12,Wednesday
West,858212,2,4,Saturday
West,280162,1,22,Monday
West,635769,4,22,Monday
West,647654,2,4,Tuesday
West,160732,1,4,Tuesday
West,874326,5,4,Tuesday
West,647421,4,2,Friday
West,575961,1,2,Friday
West,727865,4,2,Friday
Central,176656,4,21,Sunday
Central,589456,2,21,Sunday
Central,202715,2,21,Sunday
Central,152243,1,23,Thursday
Central,826219,2,23,Thursday
Central,436470,1,23,Thursday
South,740474,2,22,Thursday
South,327670,4,22,Thursday
East,240196,1,21,Saturday
East,885901,3,21,Saturday
Central,811207,3,7,Saturday
Central,647654,4,7,Saturday
South,160732,3,20,Saturday
West,409067,1,10,Thursday
South,467894,1,18,Tuesday
South,621298,1,18,Tuesday
South,158033,2,18,Tuesday
North,587281,2,13,Monday
North,404100,5,13,Monday
North,190530,1,13,Monday
North,556364,1,14,Sunday
North,204220,1,14,Sunday
West,436470,4,0,Tuesday
West,542696,3,7,Thursday
West,932387,1,7,Thursday
West,280162,2,7,Thursday
West,966126,1,11,Wednesday
North,601115,4,0,Friday
North,589456,1,0,Friday
East,644730,3,17,Wednesday
East,176656,1,17,Wednesday
Central,543513,1,1,Saturday
North,559463,1,0,Thursday
North,564853,4,0,Thursday
North,665639,2,0,Thursday
South,550857,2,10,Wednesday
South,621298,1,10,Wednesday
South,643168,2,10,Tuesday
South,845820,1,10,Tuesday
East,763628,2,10,Tuesday
East,912354,4,10,Tuesday
East,467525,1,10,Tuesday
Central,166402,1,7,Saturday
West,758294,1,2,Saturday
Central,891289,1,4,Thursday
Central,240196,1,4,Thursday
South,158033,2,8,Tuesday
Central,467894,2,14,Wednesday
West,134848,2,19,Wednesday
West,155861,2,18,Thursday
West,981997,3,18,Thursday
West,103736,2,5,Tuesday
West,528608,1,5,Tuesday
West,143527,2,5,Tuesday
West,797959,1,6,Friday
West,599381,2,6,Friday
West,152243,1,6,Friday
East,758294,4,11,Tuesday
East,190530,1,11,Tuesday
West,310436,4,12,Thursday
West,634777,2,12,Thursday
East,351367,1,22,Thursday
South,904976,3,21,Saturday
South,712158,4,21,Saturday
South,436470,1,21,Saturday
West,204220,4,12,Wednesday
West,763628,1,12,Wednesday
West,417528,1,12,Wednesday
Central,727865,4,10,Wednesday
West,580730,3,18,Tuesday
South,144818,4,14,Thursday
South,634777,2,14,Thursday
West,314921,1,6,Sunday
West,463028,1,6,Sunday
West,575961,3,6,Sunday
North,115684,1,13,Friday
East,896270,1,19,Monday
Central,641411,1,7,Monday
Central,990634,4,7,Monday
Central,763628,3,7,Monday
South,447288,5,13,Saturday
South,204293,4,13,Saturday
South,596545,1,13,Saturday
East,788175,1,0,Monday
East,437577,2,0,Monday
East,404100,4,0,Monday
East,130969,2,22,Tuesday
East,713451,1,22,Tuesday
South,370119,1,23,Monday
South,700732,1,19,Thursday
North,310436,1,14,Wednesday
East,268844,3,9,Thursday
South,657152,5,23,Wednesday
South,559463,2,23,Wednesday
South,529557,2,23,Wednesday
West,211520,2,15,Monday
West,272383,1,15,Monday
West,394174,2,15,Monday
North,228776,1,3,Tuesday
North,244547,1,3,Tuesday
North,130198,1,3,Tuesday
Central,108796,4,0,Friday
Central,588836,1,0,Friday
Central,268844,5,0,Friday
West,480254,1,4,Saturday
West,467525,1,4,Saturday
West,811207,1,4,Saturday
Central,811207,2,1,Tuesday
Central,990634,1,1,Tuesday
Central,784425,5,1,Tuesday
South,457848,2,18,Thursday
South,643168,1,18,Thursday
South,513418,1,18,Thursday
North,874812,3,21,Tuesday
South,134848,2,5,Tuesday
South,714157,1,5,Tuesday
Central,973291,3,12,Monday
Central,280162,4,12,Monday
West,201111,2,5,Sunday
West,763628,3,5,Sunday
West,714157,4,5,Sunday
East,858357,1,11,Sunday
East,987911,4,11,Sunday
South,394868,3,1,Tuesday
South,458363,4,8,Monday
South,797959,1,8,Monday
South,511087,1,8,Monday
West,240196,2,15,Monday
West,379582,1,15,Monday
East,912354,1,20,Sunday
East,447288,1,3,Sunday
East,970718,2,3,Sunday
East,738390,3,10,Friday
North,987911,1,3,Thursday
North,543513,2,3,Thursday
West,625107,1,9,Thursday
East,436470,1,4,Saturday
East,876627,2,4,Saturday
North,981997,2,9,Monday
North,905146,2,17,Tuesday
North,656573,1,17,Tuesday
East,293073,1,22,Saturday
East,523098,4,21,Monday
East,741835,1,21,Monday
East,190530,4,21,Monday
East,855119,5,13,Thursday
East,782729,1,13,Monday
Central,582219,2,7,Tuesday
North,657152,2,7,Wednesday
North,981997,1,12,Wednesday
North,457848,4,8,Monday
North,122121,4,8,Monday
North,244547,4,8,Monday
East,572994,4,19,Tuesday
East,995677,1,19,Tuesday
East,289459,2,19,Tuesday
North,821570,2,22,Wednesday
North,474362,2,22,Wednesday
West,556364,1,16,Friday
West,327418,3,16,Friday
North,556364,1,3,Sunday
North,244547,2,3,Sunday
North,526783,1,3,Sunday
North,272383,1,1,Thursday
West,891289,3,0,Thursday
West,437577,2,0,Thursday
West,328679,1,0,Thursday
East,667650,5,5,Sunday
East,453516,2,5,Sunday
East,458263,4,5,Sunday
East,108796,3,3,Wednesday
East,417528,2,3,Wednesday
South,458363,4,3,Sunday
South,272383,4,3,Sunday
West,451956,1,3,Sunday
West,858212,1,22,Saturday
Central,758294,2,20,Friday
Central,293073,1,20,Friday
Central,858357,3,20,Friday
South,149774,3,11,Friday
Central,351367,2,17,Thursday
Central,226632,1,17,Thursday
Central,263679,2,5,Thursday
Central,932952,2,17,Monday
Central,127005,2,17,Monday
East,134848,4,11,Friday
East,727865,2,11,Friday
East,144818,5,11,Friday
North,647654,2,14,Thursday
North,635769,2,14,Thursday
North,108796,1,14,Thursday
West,457848,2,7,Thursday
West,143527,2,7,Thursday
West,826219,2,7,Thursday
Central,635769,2,20,Saturday
Central,435530,1,20,Saturday
Central,896270,4,20,Saturday
North,451956,2,13,Thursday
North,458363,1,13,Thursday
North,523098,3,13,Thursday
West,826219,4,16,Saturday
West,152243,1,16,Saturday
West,424718,1,16,Saturday
West,293073,1,13,Saturday
West,417528,1,13,Saturday
North,695926,1,10,Wednesday
North,190530,1,21,Tuesday
Central,417009,4,20,Sunday
Central,641411,2,20,Sunday
North,973291,2,16,Monday
North,236141,3,16,Monday
North,799380,3,16,Monday
North,130969,2,21,Sunday
North,451956,4,21,Sunday
North,529557,1,21,Sunday
North,131542,3,15,Wednesday
Central,644730,1,5,Tuesday
Central,601115,5,15,Sunday
Central,211520,1,15,Sunday
Central,314921,4,15,Sunday
South,328679,1,17,Monday
South,613608,4,17,Monday
South,327670,2,17,Monday
Central,727865,2,15,Sunday
South,167392,1,19,Saturday
South,115348,1,19,Saturday
North,846554,4,23,Sunday
East,511087,1,20,Thursday
East,463028,3,20,Thursday
East,125748,4,20,Thursday
Central,635769,1,20,Tuesday
Central,467894,1,20,Tuesday
Central,379582,1,20,Tuesday
South,451956,5,4,Saturday
East,315487,2,14,Tuesday
East,327418,5,14,Tuesday
Central,379582,2,18,Saturday
Central,437577,2,18,Saturday
Central,158033,5,18,Saturday
East,323016,1,13,Thursday
South,379582,2,22,Saturday
South,108796,3,22,Saturday
North,166402,1,13,Tuesday
North,657579,2,13,Tuesday
North,784425,2,10,Friday
North,280162,3,10,Friday
South,458263,2,10,Sunday
East,177733,2,11,Thursday
Central,318514,3,9,Friday
Central,424718,3,9,Friday
Central,201111,2,9,Friday
Central,874812,1,3,Wednesday
West,297266,5,19,Wednesday
West,134848,4,19,Wednesday
South,529557,2,1,Friday
South,995677,3,1,Friday
East,821570,2,23,Wednesday
East,596545,1,23,Wednesday
North,821570,2,21,Wednesday
North,635769,1,21,Wednesday
Central,589456,4,14,Wednesday
North,409067,1,20,Thursday
West,310436,1,3,Wednesday
West,981997,3,3,Wednesday
North,167392,2,20,Thursday
North,293073,1,20,Thursday
West,511087,4,12,Wednesday
West,542696,2,12,Wednesday
West,760381,1,12,Wednesday
East,763628,2,19,Monday
South,656573,2,14,Saturday
South,582936,4,14,Saturday
South,625107,3,14,Saturday
South,821570,1,21,Tuesday
South,424718,1,21,Tuesday
West,435530,2,2,Tuesday
West,657152,1,2,Tuesday
West,589456,2,2,Tuesday
East,120672,2,8,Friday
Central,989365,3,22,Monday
Central,447726,1,22,Monday
Central,621860,1,22,Monday
South,826219,1,6,Thursday
South,740474,1,6,Thursday
West,125748,4,18,Saturday
South,766294,2,11,Monday
East,367952,2,17,Friday
South,621298,2,21,Friday
South,127005,4,11,Sunday
South,236141,2,11,Sunday
South,995677,1,11,Sunday
North,115348,2,20,Sunday
North,367952,1,20,Sunday
North,422552,3,20,Sunday
West,589456,3,15,Friday
West,593117,3,15,Friday
East,780063,1,5,Sunday
Central,451956,2,17,Saturday
Central,177733,2,17,Saturday
Central,625107,3,17,Saturday
West,204293,5,22,Friday
East,526783,1,12,Saturday
South,740474,1,22,Tuesday
South,409067,3,22,Tuesday
South,357966,1,22,Tuesday
Central,268844,2,20,Monday
Central,917641,1,20,Monday
North,367952,2,11,Thursday
North,766294,2,11,Thursday
North,591797,4,11,Thursday
North,572994,2,1,Sunday
North,130969,2,1,Sunday
North,458263,2,1,Sunday
East,437577,3,7,Saturday
East,394174,1,7,Saturday
West,367952,1,2,Monday
North,896270,1,18,Tuesday
North,201111,2,18,Tuesday
North,431976,2,18,Tuesday
North,123191,1,21,Saturday
Central,644730,1,17,Monday
Central,957598,2,17,Monday
Central,989365,2,17,Monday
South,784425,1,4,Monday
South,932952,5,4,Monday
South,763628,1,4,Monday
West,130969,3,10,Monday
West,599381,2,10,Monday
West,593117,1,10,Monday
North,370119,3,5,Tuesday
North,176656,1,5,Tuesday
Central,417009,2,10,Sunday
North,625107,1,21,Tuesday
North,932387,1,21,Tuesday
North,634777,1,21,Tuesday
Central,136788,2,0,Thursday
Central,896270,1,0,Thursday
South,451956,2,2,Monday
South,572994,2,2,Monday
South,327418,1,9,Thursday
South,572994,3,9,Thursday
North,447726,1,17,Monday
North,643168,2,17,Monday
North,788175,1,17,Monday
North,155861,3,10,Friday
North,268844,2,19,Tuesday
North,458363,2,17,Thursday
North,587281,1,17,Thursday
North,244547,3,17,Thursday
South,152243,3,8,Tuesday
South,973291,1,14,Monday
South,667650,1,14,Monday
East,489295,2,4,Wednesday
Central,788175,5,22,Thursday
Central,526783,1,22,Thursday
Central,784425,2,22,Thursday
South,152243,1,6,Sunday
South,176656,1,6,Sunday
South,556364,1,6,Sunday
South,734159,2,6,Saturday
South,543513,1,6,Saturday
North,543513,2,9,Saturday
East,327670,4,12,Thursday
Central,457848,2,18,Saturday
Central,268844,4,18,Saturday
Central,328679,1,18,Saturday
North,254410,1,15,Thursday
North,784425,2,15,Thursday
North,657579,1,15,Thursday
South,136788,4,6,Saturday
South,966126,2,6,Saturday
Central,858357,1,2,Monday
Central,451956,2,2,Monday
Central,782729,2,21,Tuesday
South,177733,2,11,Friday
Central,370119,3,20,Thursday
North,122121,2,17,Thursday
North,664634,5,21,Thursday
North,990634,2,21,Thursday
North,417528,4,21,Thursday
South,591797,3,1,Friday
Central,283803,1,18,Wednesday
Central,394174,3,18,Wednesday
Central,613608,1,18,Wednesday
South,575961,1,10,Sunday
South,700732,1,10,Sunday
South,874326,1,10,Sunday
East,970718,3,10,Monday
East,144818,1,10,Monday
East,905146,2,21,Sunday
East,657579,1,21,Sunday
Central,741835,5,0,Tuesday
Central,244547,1,0,Tuesday
Central,932952,5,22,Monday
Central,738390,2,22,Monday
Central,932387,1,22,Monday
Central,340098,2,14,Saturday
Central,601115,3,12,Friday
Central,447288,3,12,Friday
South,228776,1,18,Thursday
South,451956,5,18,Thursday
South,712158,1,18,Thursday
East,201111,1,21,Monday
North,647654,3,22,Wednesday
North,896270,2,22,Wednesday
East,599381,1,7,Friday
East,129553,1,7,Friday
East,263679,2,7,Friday
Central,858212,1,0,Saturday
Central,467525,3,22,Wednesday
